#	2.9478756625350555E-7	Directed	graph	(each	unordered	pair	of	nodes	is	saved	once):	soc-Epinions1.txt
(each	4.4664782765682656E-7
72806	2.9478756625350555E-7	301
72807	2.9478756625350555E-7	301
72808	2.9478756625350555E-7	301
72809	1.965250441690037E-6	1178
7281	5.306176192563099E-6	143
72810	2.9478756625350555E-7	1178
72811	2.9478756625350555E-7	1178
72812	2.9478756625350555E-7	1178
72813	3.635713317126568E-6	75433
72814	2.9478756625350555E-7	46
72815	2.9478756625350555E-7	46
72816	2.9478756625350555E-7	860
72817	2.9478756625350555E-7	860
72818	2.9478756625350555E-7	860
72819	2.9478756625350555E-7	860
7282	5.306176192563099E-6	143
72820	1.965250441690037E-6	1411
72821	1.965250441690037E-6	59
72822	1.965250441690037E-6	9412
72823	1.965250441690037E-6	9412
72824	1.965250441690037E-6	9412
72825	1.965250441690037E-6	9412
72826	1.965250441690037E-6	9412
72827	1.965250441690037E-6	9412
72828	1.965250441690037E-6	9412
72829	1.965250441690037E-6	9412
7283	1.965250441690037E-6	143
72830	1.965250441690037E-6	9412
72831	1.965250441690037E-6	9412
72832	1.965250441690037E-6	9412
72833	1.965250441690037E-6	9412
72834	1.965250441690037E-6	9412
72835	1.965250441690037E-6	9412
72836	1.965250441690037E-6	9412
72837	1.965250441690037E-6	9412
72838	1.965250441690037E-6	9412
72839	1.965250441690037E-6	9412
7284	2.9478756625350555E-7	143
72840	1.965250441690037E-6	9412
72841	2.9478756625350555E-7	43
72842	2.9478756625350555E-7	43
72843	2.9478756625350555E-7	43
72844	1.965250441690037E-6
72845	1.965250441690037E-6
72846	1.965250441690037E-6
72847	3.635713317126568E-6
72848	1.965250441690037E-6	848
72849	1.965250441690037E-6	848
7285	1.1988027694309222E-5	1179
72850	2.9478756625350555E-7	54
72851	2.9478756625350555E-7	63
72852	2.9478756625350555E-7	63
72853	2.9478756625350555E-7	295
72854	2.9478756625350555E-7	295
72855	1.965250441690037E-6
72856	1.965250441690037E-6
72857	1.965250441690037E-6
72858	1.965250441690037E-6
72859	1.965250441690037E-6	737
7286	1.8669879196055345E-5	2381
72860	1.965250441690037E-6
72861	2.9478756625350555E-7	75437
72862	2.9478756625350555E-7	737
72863	2.9478756625350555E-7	737
72864	2.9478756625350555E-7	737
72865	2.9478756625350555E-7	737
72866	2.9478756625350555E-7	737
72867	2.9478756625350555E-7	737
72868	2.9478756625350555E-7	737
72869	2.9478756625350555E-7	737
7287	2.9478756625350555E-7	143
72870	2.9478756625350555E-7	737
72871	2.9478756625350555E-7	737
72872	2.9478756625350555E-7	737
72873	2.9478756625350555E-7	737
72874	2.9478756625350555E-7	737
72875	2.9478756625350555E-7	737
72876	2.9478756625350555E-7	737
72877	2.9478756625350555E-7	737
72878	2.9478756625350555E-7	737
72879	2.9478756625350555E-7	737
7288	2.9478756625350555E-7	143
72880	2.9478756625350555E-7	737
72881	2.9478756625350555E-7	737
72882	2.9478756625350555E-7	737
72883	2.9478756625350555E-7	737
72884	2.9478756625350555E-7	737
72885	2.9478756625350555E-7	737
72886	2.9478756625350555E-7	737
72887	2.9478756625350555E-7	737
72888	2.9478756625350555E-7	737
72889	2.9478756625350555E-7	737
7289	1.1988027694309222E-5	1176
72890	2.9478756625350555E-7	737
72891	2.9478756625350555E-7	49
72892	2.9478756625350555E-7	737
72893	2.9478756625350555E-7	130
72894	2.9478756625350555E-7	737
72895	1.965250441690037E-6	737
72896	2.9478756625350555E-7	737
72897	2.9478756625350555E-7	737
72898	2.9478756625350555E-7	737
72899	2.9478756625350555E-7	737
729	3.2937597402725156E-4	104
7290	8.647101943436162E-6	9400
72900	2.9478756625350555E-7	737
72901	2.9478756625350555E-7	737
72902	2.9478756625350555E-7	737
72903	2.9478756625350555E-7	737
72904	2.9478756625350555E-7	737
72905	2.9478756625350555E-7	737
72906	1.965250441690037E-6	737
72907	1.965250441690037E-6	737
72908	2.9478756625350555E-7	737
72909	2.9478756625350555E-7	737
7291	3.635713317126568E-6	3984
72910	2.9478756625350555E-7	849
72911	2.9478756625350555E-7	374
72912	2.9478756625350555E-7	776
72913	2.9478756625350555E-7	776
72914	2.9478756625350555E-7	776
72915	2.9478756625350555E-7	776
72916	1.965250441690037E-6
72917	1.965250441690037E-6
72918	1.965250441690037E-6
72919	3.635713317126568E-6	75440
7292	2.9478756625350555E-7	143
72920	1.965250441690037E-6
72921	1.965250441690037E-6
72922	1.965250441690037E-6
72923	1.965250441690037E-6
72924	3.635713317126568E-6
72925	3.635713317126568E-6
72926	1.965250441690037E-6
72927	1.965250441690037E-6
72928	1.965250441690037E-6
72929	3.635713317126568E-6	75443
7293	1.8669879196055345E-5	9477
72930	3.635713317126568E-6
72931	1.965250441690037E-6
72932	1.965250441690037E-6
72933	1.965250441690037E-6
72934	1.965250441690037E-6
72935	1.965250441690037E-6
72936	1.965250441690037E-6	2704
72937	1.965250441690037E-6
72938	1.965250441690037E-6
72939	1.965250441690037E-6
7294	6.97663906799963E-6	1719
72940	3.635713317126568E-6
72941	1.965250441690037E-6
72942	1.965250441690037E-6
72943	1.965250441690037E-6
72944	1.965250441690037E-6
72945	3.635713317126568E-6
72946	1.965250441690037E-6
72947	2.9478756625350555E-7	1635
72948	2.9478756625350555E-7	1635
72949	2.9478756625350555E-7	1635
7295	6.97663906799963E-6	976
72950	2.9478756625350555E-7	1635
72951	2.9478756625350555E-7	1910
72952	1.965250441690037E-6	40
72953	2.9478756625350555E-7	40
72954	2.9478756625350555E-7	40
72955	2.9478756625350555E-7	40
72956	2.9478756625350555E-7	40
72957	2.9478756625350555E-7	973
72958	1.965250441690037E-6
72959	5.306176192563099E-6	75447
7296	3.635713317126568E-6	143
72960	1.965250441690037E-6
72961	1.965250441690037E-6
72962	2.9478756625350555E-7	590
72963	2.9478756625350555E-7	35
72964	1.965250441690037E-6	2528
72965	2.9478756625350555E-7	2144
72966	2.9478756625350555E-7	2144
72967	2.9478756625350555E-7	2144
72968	2.9478756625350555E-7	2144
72969	2.9478756625350555E-7	2144
7297	1.965250441690037E-6	2144
72970	2.9478756625350555E-7	452
72971	2.9478756625350555E-7	766
72972	2.9478756625350555E-7	766
72973	2.9478756625350555E-7	766
72974	2.9478756625350555E-7	21
72975	2.9478756625350555E-7	21
72976	2.9478756625350555E-7	21
72977	2.9478756625350555E-7	21
72978	2.9478756625350555E-7	21
72979	2.9478756625350555E-7	1029
7298	2.9478756625350555E-7	143
72980	2.9478756625350555E-7	1029
72981	2.9478756625350555E-7	1029
72982	2.9478756625350555E-7	1029
72983	2.9478756625350555E-7	1029
72984	2.9478756625350555E-7	1029
72985	2.9478756625350555E-7	1029
72986	3.635713317126568E-6	1029
72987	1.965250441690037E-6	1029
72988	2.9478756625350555E-7	1029
72989	2.9478756625350555E-7	1029
7299	1.965250441690037E-6	43244
72990	2.9478756625350555E-7	1029
72991	2.9478756625350555E-7	1029
72992	2.9478756625350555E-7	1029
72993	2.9478756625350555E-7	1029
72994	1.965250441690037E-6	1029
72995	2.9478756625350555E-7	1029
72996	2.9478756625350555E-7	1029
72997	2.9478756625350555E-7	1029
72998	2.9478756625350555E-7	1029
72999	2.9478756625350555E-7	1029
73	2.9095532789221107E-4	76
730	2.709097733869726E-4	5141
7300	1.965250441690037E-6	8673
73000	2.9478756625350555E-7	4454
73001	2.9478756625350555E-7	1029
73002	1.965250441690037E-6	1029
73003	2.9478756625350555E-7	791
73004	1.965250441690037E-6	74540
73005	2.9478756625350555E-7	791
73006	1.965250441690037E-6	791
73007	3.635713317126568E-6	75457
73008	2.9478756625350555E-7	791
73009	2.9478756625350555E-7	791
7301	2.07432184120384E-4	40
73010	2.9478756625350555E-7	791
73011	2.9478756625350555E-7	791
73012	2.9478756625350555E-7	791
73013	2.9478756625350555E-7	791
73014	2.9478756625350555E-7	791
73015	2.9478756625350555E-7	791
73016	1.965250441690037E-6	791
73017	2.9478756625350555E-7	2244
73018	2.9478756625350555E-7	791
73019	2.9478756625350555E-7	74084
7302	4.87382109539129E-5	9051
73020	2.9478756625350555E-7	791
73021	2.9478756625350555E-7	791
73022	2.9478756625350555E-7	791
73023	1.965250441690037E-6	791
73024	2.9478756625350555E-7	791
73025	2.9478756625350555E-7	791
73026	2.9478756625350555E-7	1179
73027	2.9478756625350555E-7	1179
73028	2.9478756625350555E-7	1179
73029	1.965250441690037E-6	1179
7303	3.8715433701293714E-5	16015
73030	2.9478756625350555E-7	1903
73031	3.635713317126568E-6	1432
73032	2.9478756625350555E-7	1179
73033	2.9478756625350555E-7	1179
73034	2.9478756625350555E-7	1179
73035	2.9478756625350555E-7	1179
73036	2.9478756625350555E-7	1179
73037	2.9478756625350555E-7	1179
73038	2.9478756625350555E-7	1179
73039	2.9478756625350555E-7	1179
7304	4.7067748078476364E-5	5205
73040	2.9478756625350555E-7	1179
73041	2.9478756625350555E-7	1179
73042	2.9478756625350555E-7	1179
73043	3.635713317126568E-6
73044	1.965250441690037E-6
73045	1.965250441690037E-6	563
73046	1.965250441690037E-6	563
73047	2.9478756625350555E-7	563
73048	2.9478756625350555E-7	563
73049	2.9478756625350555E-7	563
7305	1.1988027694309222E-5
73050	2.9478756625350555E-7	100
73051	2.9478756625350555E-7	100
73052	2.9478756625350555E-7	1405
73053	1.965250441690037E-6	546
73054	1.965250441690037E-6	546
73055	1.965250441690037E-6	546
73056	1.965250441690037E-6	546
73057	1.965250441690037E-6	546
73058	1.965250441690037E-6	546
73059	3.635713317126568E-6
7306	1.3658490569745754E-5	9166
73060	1.965250441690037E-6	546
73061	1.965250441690037E-6	546
73062	2.9478756625350555E-7	1918
73063	2.9478756625350555E-7	1918
73064	2.9478756625350555E-7	1918
73065	2.9478756625350555E-7	1918
73066	2.9478756625350555E-7	1918
73067	2.9478756625350555E-7	1918
73068	3.635713317126568E-6	75465
73069	1.965250441690037E-6	1918
7307	5.306176192563099E-6	43264
73070	2.9478756625350555E-7	1918
73071	2.9478756625350555E-7	1918
73072	1.965250441690037E-6
73073	2.9478756625350555E-7	1716
73074	2.9478756625350555E-7	1716
73075	2.9478756625350555E-7	1716
73076	2.9478756625350555E-7	69
73077	1.965250441690037E-6
73078	1.965250441690037E-6
73079	1.965250441690037E-6
7308	6.97663906799963E-6
73080	3.635713317126568E-6
73081	1.965250441690037E-6	119
73082	1.965250441690037E-6
73083	2.9478756625350555E-7	2120
73084	2.9478756625350555E-7	2120
73085	2.9478756625350555E-7	2120
73086	1.965250441690037E-6	2120
73087	2.9478756625350555E-7	2120
73088	2.9478756625350555E-7	1191
73089	2.9478756625350555E-7	2120
7309	1.0317564818872692E-5	9320
73090	2.9478756625350555E-7	438
73091	1.965250441690037E-6	438
73092	2.9478756625350555E-7	438
73093	2.9478756625350555E-7	438
73094	2.9478756625350555E-7	28
73095	2.9478756625350555E-7	438
73096	2.9478756625350555E-7	438
73097	2.9478756625350555E-7	8363
73098	1.965250441690037E-6	2118
73099	1.965250441690037E-6	2118
731	1.1555672597137419E-4	3561
7310	3.477510656570535E-4	790
73100	1.965250441690037E-6	2118
73101	1.965250441690037E-6	2118
73102	3.635713317126568E-6	2118
73103	2.9478756625350555E-7	2218
73104	2.9478756625350555E-7	3892
73105	2.9478756625350555E-7	223
73106	2.9478756625350555E-7	223
73107	2.9478756625350555E-7	223
73108	2.9478756625350555E-7	223
73109	2.9478756625350555E-7	223
7311	1.0317564818872692E-5	1471
73110	1.965250441690037E-6
73111	3.635713317126568E-6
73112	1.965250441690037E-6
73113	1.965250441690037E-6
73114	1.965250441690037E-6
73115	1.965250441690037E-6
73116	1.965250441690037E-6	3281
73117	1.965250441690037E-6
73118	1.965250441690037E-6
73119	2.9478756625350555E-7	75470
7312	3.036311932411106E-5	21120
73120	2.9478756625350555E-7	4416
73121	2.9478756625350555E-7	4416
73122	2.9478756625350555E-7	4416
73123	2.9478756625350555E-7	4416
73124	2.9478756625350555E-7	4416
73125	2.9478756625350555E-7	4416
73126	2.9478756625350555E-7	4416
73127	2.9478756625350555E-7	4416
73128	2.9478756625350555E-7	4416
73129	3.635713317126568E-6	75471
7313	1.5328953445182282E-5	920
73130	1.965250441690037E-6
73131	1.965250441690037E-6	3281
73132	1.965250441690037E-6
73133	1.965250441690037E-6
73134	5.306176192563099E-6	75473
73135	1.965250441690037E-6
73136	1.965250441690037E-6
73137	1.965250441690037E-6
73138	3.635713317126568E-6
73139	1.965250441690037E-6	1533
7314	1.4896598348010503E-4	9388
73140	1.965250441690037E-6
73141	1.965250441690037E-6	1533
73142	1.965250441690037E-6
73143	1.965250441690037E-6
73144	3.635713317126568E-6
73145	1.965250441690037E-6
73146	1.965250441690037E-6
73147	1.965250441690037E-6
73148	1.965250441690037E-6
73149	2.9478756625350555E-7	18955
7315	6.043145108196862E-5	8097
73150	2.9478756625350555E-7	18955
73151	2.9478756625350555E-7	18955
73152	2.9478756625350555E-7	18955
73153	2.9478756625350555E-7	18955
73154	2.9478756625350555E-7	18955
73155	2.9478756625350555E-7	3410
73156	2.9478756625350555E-7	3410
73157	1.965250441690037E-6
73158	1.965250441690037E-6
73159	3.635713317126568E-6
7316	6.97663906799963E-6	144
73160	2.9478756625350555E-7	75477
73161	2.9478756625350555E-7	401
73162	2.9478756625350555E-7	401
73163	2.9478756625350555E-7	401
73164	2.9478756625350555E-7	401
73165	2.9478756625350555E-7	1617
73166	2.9478756625350555E-7	1617
73167	1.965250441690037E-6	1617
73168	2.9478756625350555E-7	1617
73169	2.9478756625350555E-7	1617
7317	1.5328953445182282E-5	780
73170	2.9478756625350555E-7	1617
73171	2.9478756625350555E-7	1617
73172	2.9478756625350555E-7	1617
73173	2.9478756625350555E-7	1617
73174	2.9478756625350555E-7	1617
73175	2.9478756625350555E-7	1617
73176	2.9478756625350555E-7	1617
73177	2.9478756625350555E-7	1617
73178	2.9478756625350555E-7	1617
73179	2.9478756625350555E-7	1617
7318	7.379515408546086E-5	5958
73180	2.9478756625350555E-7	1617
73181	2.9478756625350555E-7	1617
73182	3.635713317126568E-6	75480
73183	1.965250441690037E-6	5144
73184	3.635713317126568E-6	5144
73185	1.965250441690037E-6	5144
73186	1.965250441690037E-6	5144
73187	1.965250441690037E-6	5144
73188	1.965250441690037E-6	5144
73189	1.965250441690037E-6	75481
7319	5.306176192563099E-6
73190	2.9478756625350555E-7	2528
73191	2.9478756625350555E-7	2528
73192	2.9478756625350555E-7	2528
73193	2.9478756625350555E-7	2528
73194	2.9478756625350555E-7	10
73195	2.9478756625350555E-7	10
73196	2.9478756625350555E-7	10
73197	2.9478756625350555E-7	3655
73198	2.9478756625350555E-7	3655
73199	2.9478756625350555E-7	3655
732	1.406136691029223E-4	5934
7320	1.965250441690037E-6
73200	2.9478756625350555E-7	3655
73201	2.9478756625350555E-7	3655
73202	2.9478756625350555E-7	3655
73203	2.9478756625350555E-7	3655
73204	2.9478756625350555E-7	3655
73205	2.9478756625350555E-7	3655
73206	2.9478756625350555E-7	689
73207	2.9478756625350555E-7	382
73208	2.9478756625350555E-7	26
73209	2.9478756625350555E-7	26
7321	1.0317564818872692E-5	3410
73210	2.9478756625350555E-7	26
73211	2.9478756625350555E-7	4040
73212	2.9478756625350555E-7	4040
73213	2.9478756625350555E-7	4040
73214	2.9478756625350555E-7	850
73215	2.9478756625350555E-7	443
73216	2.9478756625350555E-7	443
73217	2.9478756625350555E-7	443
73218	2.9478756625350555E-7	443
73219	2.9478756625350555E-7	717
7322	1.5328953445182282E-5
73220	2.9478756625350555E-7	717
73221	2.9478756625350555E-7	717
73222	2.9478756625350555E-7	717
73223	2.9478756625350555E-7	75482
73224	2.9478756625350555E-7	717
73225	2.9478756625350555E-7	717
73226	2.9478756625350555E-7	717
73227	2.9478756625350555E-7	717
73228	2.9478756625350555E-7	717
73229	2.9478756625350555E-7	717
7323	3.635713317126568E-6	5099
73230	2.9478756625350555E-7	1613
73231	2.9478756625350555E-7	1613
73232	2.9478756625350555E-7	394
73233	2.9478756625350555E-7	394
73234	5.306176192563099E-6	75484
73235	2.9478756625350555E-7	4037
73236	2.9478756625350555E-7	4037
73237	2.9478756625350555E-7	4037
73238	2.9478756625350555E-7	4037
73239	2.9478756625350555E-7	4037
7324	8.647101943436162E-6	9130
73240	2.9478756625350555E-7	4037
73241	2.9478756625350555E-7	4037
73242	2.9478756625350555E-7	7310
73243	2.9478756625350555E-7	7310
73244	1.965250441690037E-6
73245	1.965250441690037E-6
73246	1.965250441690037E-6
73247	1.965250441690037E-6	145
73248	1.965250441690037E-6
73249	1.965250441690037E-6
7325	6.97663906799963E-6	1754
73250	1.965250441690037E-6
73251	1.965250441690037E-6
73252	1.965250441690037E-6
73253	1.965250441690037E-6
73254	1.965250441690037E-6
73255	1.965250441690037E-6
73256	1.965250441690037E-6
73257	1.965250441690037E-6
73258	1.965250441690037E-6	75486
73259	1.965250441690037E-6	2066
7326	2.7022193573238E-5	2367
73260	1.965250441690037E-6	2066
73261	1.965250441690037E-6	2066
73262	1.965250441690037E-6	2066
73263	1.965250441690037E-6	2066
73264	1.965250441690037E-6	2066
73265	1.965250441690037E-6	2066
73266	1.965250441690037E-6	2066
73267	2.9478756625350555E-7	102
73268	2.9478756625350555E-7	102
73269	2.9478756625350555E-7	1621
7327	3.635713317126568E-6
73270	2.9478756625350555E-7	1621
73271	2.9478756625350555E-7	1621
73272	2.9478756625350555E-7	1621
73273	5.306176192563099E-6	75488
73274	2.9478756625350555E-7	1621
73275	2.9478756625350555E-7	1621
73276	2.9478756625350555E-7	1621
73277	2.9478756625350555E-7	1621
73278	2.9478756625350555E-7	1621
73279	2.9478756625350555E-7	1621
7328	6.97663906799963E-6	2066
73280	2.9478756625350555E-7	1621
73281	2.9478756625350555E-7	1621
73282	2.9478756625350555E-7	1621
73283	2.9478756625350555E-7	1621
73284	2.9478756625350555E-7	1621
73285	2.9478756625350555E-7	1621
73286	2.9478756625350555E-7	1621
73287	2.9478756625350555E-7	1621
73288	2.9478756625350555E-7	1621
73289	2.9478756625350555E-7	1621
7329	3.8715433701293714E-5	18
73290	2.9478756625350555E-7	1621
73291	2.9478756625350555E-7	1621
73292	2.9478756625350555E-7	1621
73293	2.9478756625350555E-7	1621
73294	2.9478756625350555E-7	1621
73295	2.9478756625350555E-7	1621
73296	2.9478756625350555E-7	1621
73297	2.9478756625350555E-7	1621
73298	2.9478756625350555E-7	1621
73299	2.9478756625350555E-7	1621
733	5.632407765883633E-4	10
7330	5.306176192563099E-6	7331
73300	2.9478756625350555E-7	1621
73301	2.9478756625350555E-7	3984
73302	2.9478756625350555E-7	1400
73303	2.9478756625350555E-7	1400
73304	2.9478756625350555E-7	1400
73305	1.965250441690037E-6
73306	1.965250441690037E-6
73307	1.965250441690037E-6
73308	1.965250441690037E-6
73309	1.965250441690037E-6
7331	5.306176192563099E-6	319
73310	1.965250441690037E-6
73311	1.965250441690037E-6
73312	1.965250441690037E-6
73313	1.965250441690037E-6
73314	1.965250441690037E-6
73315	1.965250441690037E-6
73316	1.965250441690037E-6
73317	1.965250441690037E-6
73318	1.965250441690037E-6
73319	1.965250441690037E-6
7332	3.3704045074984125E-5	4319
73320	1.965250441690037E-6
73321	1.965250441690037E-6
73322	1.965250441690037E-6
73323	1.965250441690037E-6
73324	1.965250441690037E-6
73325	1.965250441690037E-6
73326	1.965250441690037E-6
73327	2.9478756625350555E-7	1390
73328	2.9478756625350555E-7	1390
73329	2.9478756625350555E-7	1390
7333	6.97663906799963E-6	372
73330	2.9478756625350555E-7	1390
73331	2.9478756625350555E-7	1390
73332	2.9478756625350555E-7	1390
73333	2.9478756625350555E-7	1390
73334	1.965250441690037E-6
73335	1.965250441690037E-6	725
73336	2.9478756625350555E-7	725
73337	2.9478756625350555E-7	725
73338	2.9478756625350555E-7	725
73339	2.9478756625350555E-7	725
7334	8.647101943436162E-6	22206
73340	2.9478756625350555E-7	725
73341	2.9478756625350555E-7	725
73342	2.9478756625350555E-7	725
73343	2.9478756625350555E-7	725
73344	2.9478756625350555E-7	725
73345	2.9478756625350555E-7	725
73346	2.9478756625350555E-7	725
73347	2.9478756625350555E-7	725
73348	2.9478756625350555E-7	725
73349	1.965250441690037E-6	735
7335	1.5328953445182282E-5	315
73350	2.9478756625350555E-7	1224
73351	2.9478756625350555E-7	725
73352	1.965250441690037E-6	299
73353	2.9478756625350555E-7	135
73354	2.9478756625350555E-7	135
73355	2.9478756625350555E-7	135
73356	2.9478756625350555E-7	135
73357	2.9478756625350555E-7	135
73358	2.9478756625350555E-7	135
73359	2.9478756625350555E-7	2227
7336	8.647101943436162E-6	2219
73360	2.9478756625350555E-7	135
73361	2.9478756625350555E-7	135
73362	2.9478756625350555E-7	135
73363	2.9478756625350555E-7	135
73364	2.9478756625350555E-7	135
73365	2.9478756625350555E-7	1111
73366	2.9478756625350555E-7	1111
73367	2.9478756625350555E-7	1111
73368	2.9478756625350555E-7	1111
73369	1.965250441690037E-6	2969
7337	1.965250441690037E-6	1313
73370	1.965250441690037E-6	2969
73371	1.965250441690037E-6	75494
73372	1.965250441690037E-6	2969
73373	3.635713317126568E-6	2969
73374	1.965250441690037E-6	2969
73375	1.965250441690037E-6	2969
73376	1.965250441690037E-6	2969
73377	1.965250441690037E-6	2969
73378	1.965250441690037E-6	2969
73379	1.965250441690037E-6	2969
7338	2.7022193573238E-5	1309
73380	1.965250441690037E-6	2969
73381	1.965250441690037E-6	2969
73382	1.965250441690037E-6	2969
73383	1.965250441690037E-6	2969
73384	1.965250441690037E-6	2969
73385	1.965250441690037E-6	2969
73386	3.635713317126568E-6	1409
73387	2.9478756625350555E-7	2052
73388	2.9478756625350555E-7	2052
73389	2.9478756625350555E-7	120
7339	3.635713317126568E-6	844
73390	2.9478756625350555E-7	3685
73391	2.9478756625350555E-7	3685
73392	2.9478756625350555E-7	1577
73393	2.9478756625350555E-7	3685
73394	2.9478756625350555E-7	130
73395	2.9478756625350555E-7	130
73396	2.9478756625350555E-7	130
73397	2.9478756625350555E-7	130
73398	2.9478756625350555E-7	130
73399	2.9478756625350555E-7	130
734	1.3658490569745754E-5	31
7340	3.635713317126568E-6
73400	2.9478756625350555E-7	130
73401	2.9478756625350555E-7	418
73402	1.965250441690037E-6
73403	1.965250441690037E-6
73404	2.9478756625350555E-7	1903
73405	2.9478756625350555E-7	1392
73406	2.9478756625350555E-7	1392
73407	2.9478756625350555E-7	1392
73408	2.9478756625350555E-7	1392
73409	2.9478756625350555E-7	1392
7341	4.0385896576730244E-5	381
73410	2.9478756625350555E-7	5038
73411	2.9478756625350555E-7	5038
73412	2.9478756625350555E-7	5038
73413	2.9478756625350555E-7	5038
73414	2.9478756625350555E-7	5038
73415	2.9478756625350555E-7	5038
73416	2.9478756625350555E-7	5038
73417	6.97663906799963E-6	75498
73418	1.965250441690037E-6	212
73419	1.965250441690037E-6
7342	2.5351730697801468E-5	36642
73420	1.965250441690037E-6
73421	1.965250441690037E-6	212
73422	1.965250441690037E-6
73423	1.965250441690037E-6
73424	1.965250441690037E-6
73425	1.965250441690037E-6
73426	1.965250441690037E-6	75822
73427	1.965250441690037E-6
73428	1.965250441690037E-6
73429	3.635713317126568E-6
7343	1.1988027694309222E-5	43349
73430	1.965250441690037E-6
73431	1.965250441690037E-6
73432	1.965250441690037E-6
73433	1.965250441690037E-6
73434	1.965250441690037E-6
73435	1.965250441690037E-6
73436	1.965250441690037E-6
73437	1.965250441690037E-6
73438	1.965250441690037E-6
73439	1.965250441690037E-6
7344	8.647101943436162E-6	1909
73440	1.965250441690037E-6
73441	1.965250441690037E-6
73442	1.965250441690037E-6
73443	1.965250441690037E-6
73444	1.965250441690037E-6
73445	1.965250441690037E-6
73446	1.965250441690037E-6
73447	1.965250441690037E-6
73448	1.965250441690037E-6
73449	1.965250441690037E-6
7345	1.965250441690037E-6	43352
73450	1.965250441690037E-6
73451	1.965250441690037E-6
73452	1.965250441690037E-6
73453	1.965250441690037E-6
73454	3.635713317126568E-6
73455	1.965250441690037E-6
73456	1.965250441690037E-6
73457	1.965250441690037E-6
73458	1.965250441690037E-6
73459	1.965250441690037E-6
7346	8.71588570889531E-5	9116
73460	1.965250441690037E-6
73461	1.965250441690037E-6
73462	1.965250441690037E-6
73463	1.965250441690037E-6
73464	1.965250441690037E-6
73465	1.965250441690037E-6
73466	1.965250441690037E-6
73467	1.965250441690037E-6
73468	1.965250441690037E-6
73469	1.965250441690037E-6
7347	1.965250441690037E-6	4969
73470	1.965250441690037E-6
73471	1.965250441690037E-6
73472	1.965250441690037E-6
73473	1.965250441690037E-6
73474	1.965250441690037E-6
73475	1.965250441690037E-6
73476	1.965250441690037E-6
73477	1.965250441690037E-6
73478	1.965250441690037E-6
73479	1.965250441690037E-6
7348	3.635713317126568E-6	1086
73480	1.965250441690037E-6
73481	1.965250441690037E-6
73482	1.965250441690037E-6
73483	1.965250441690037E-6
73484	1.965250441690037E-6
73485	1.965250441690037E-6
73486	1.965250441690037E-6
73487	1.965250441690037E-6
73488	1.965250441690037E-6
73489	1.965250441690037E-6
7349	3.635713317126568E-6	1086
73490	1.965250441690037E-6
73491	1.965250441690037E-6
73492	1.965250441690037E-6
73493	1.965250441690037E-6
73494	1.965250441690037E-6
73495	3.635713317126568E-6
73496	1.965250441690037E-6
73497	1.965250441690037E-6
73498	1.965250441690037E-6	5232
73499	1.965250441690037E-6	75501
735	0.0010443340847140744	5206
7350	3.635713317126568E-6	31
73500	1.965250441690037E-6
73501	5.306176192563099E-6
73502	3.635713317126568E-6	75504
73503	1.965250441690037E-6
73504	1.965250441690037E-6
73505	1.965250441690037E-6
73506	1.965250441690037E-6	75506
73507	1.965250441690037E-6
73508	3.635713317126568E-6	75507
73509	1.965250441690037E-6
7351	5.306176192563099E-6	1258
73510	1.965250441690037E-6
73511	1.965250441690037E-6
73512	1.965250441690037E-6
73513	1.965250441690037E-6
73514	1.965250441690037E-6
73515	1.965250441690037E-6
73516	3.635713317126568E-6
73517	1.965250441690037E-6
73518	1.965250441690037E-6
73519	1.965250441690037E-6
7352	5.306176192563099E-6
73520	1.965250441690037E-6
73521	3.635713317126568E-6
73522	1.965250441690037E-6
73523	1.965250441690037E-6
73524	3.635713317126568E-6
73525	1.965250441690037E-6	5232
73526	1.965250441690037E-6	5232
73527	3.635713317126568E-6	5232
73528	1.965250441690037E-6
73529	3.635713317126568E-6
7353	1.6999416320618815E-5	2869
73530	6.97663906799963E-6	75513
73531	1.965250441690037E-6
73532	1.965250441690037E-6
73533	1.965250441690037E-6
73534	1.965250441690037E-6	75516
73535	1.965250441690037E-6
73536	3.635713317126568E-6
73537	3.635713317126568E-6	75517
73538	1.965250441690037E-6
73539	3.635713317126568E-6
7354	3.635713317126568E-6	3177
73540	1.965250441690037E-6
73541	3.635713317126568E-6
73542	1.965250441690037E-6
73543	1.965250441690037E-6
73544	1.965250441690037E-6
73545	1.965250441690037E-6
73546	1.965250441690037E-6
73547	1.965250441690037E-6
73548	1.965250441690037E-6
73549	1.965250441690037E-6
7355	8.647101943436162E-6	1742
73550	1.965250441690037E-6
73551	3.635713317126568E-6
73552	1.965250441690037E-6
73553	1.965250441690037E-6
73554	3.635713317126568E-6	4415
73555	1.965250441690037E-6
73556	1.965250441690037E-6
73557	1.965250441690037E-6
73558	3.635713317126568E-6
73559	1.965250441690037E-6	5232
7356	6.97663906799963E-6	1108
73560	1.965250441690037E-6
73561	3.635713317126568E-6
73562	1.965250441690037E-6
73563	1.965250441690037E-6
73564	1.965250441690037E-6
73565	1.965250441690037E-6
73566	1.965250441690037E-6
73567	3.635713317126568E-6
73568	1.965250441690037E-6
73569	1.965250441690037E-6
7357	1.965250441690037E-6	3440
73570	1.965250441690037E-6
73571	3.635713317126568E-6
73572	3.635713317126568E-6
73573	1.965250441690037E-6
73574	3.635713317126568E-6
73575	1.965250441690037E-6	18
